5, 5, 273.534
5, 5, 381.244
5, 5, 395.216
4, 4, 341.299
5, 5, 305.344
3, 3, 587.524
6, 6, 361.969
6, 6, 697.096
8, 8, 220.515
5, 5, 442.328
10, 3, 280.208
7, 2, 386.381
15, 4, 509.276
5, 2, 393.789
8, 2, 310.155
8, 3, 818.592
8, 4, 359.854
9, 3, 699.001
7, 2, 218.311
9, 3, 540.854
3, 1, 236.305
6, 3, 379.669
8, 4, 456.376
7, 3, 341.299
12, 5, 348.196
7, 3, 732.658
14, 6, 460.947
13, 6, 701.64
10, 3, 309.897
6, 3, 540.854
10, 5, 274.534
10, 5, 381.244
10, 5, 397.367
6, 3, 341.299
10, 5, 324.51
6, 3, 588.188
8, 4, 360.854
10, 5, 703.794
10, 5, 276.128
10, 5, 443.328
