54, 54, 1482.21
50, 50, 1578.81
31, 31, 1024.48
56, 56, 1170.99
86, 86, 2474.02
225, 225, 4564.55
32, 32, 1050.67
36, 36, 950.796
178, 178, 1942.47
20, 20, 1574.44
70, 9, 1502.04
64, 8, 1584.79
39, 6, 1041.08
125, 17, 1248.34
115, 14, 2529.77
335, 43, 4742.34
62, 8, 1097.34
58, 7, 979.909
253, 32, 1976.26
34, 4, 1658.66
58, 12, 1492.9
56, 10, 1564.81
52, 12, 1060.02
95, 23, 1222.97
117, 28, 2519.86
319, 72, 4701.48
80, 18, 1107.92
38, 9, 929.958
262, 57, 2031.9
32, 7, 1636.89
74, 11, 1460.1
124, 20, 1555.22
87, 14, 1048.94
222, 36, 1261.45
281, 41, 2598.77
639, 104, 4688.35
81, 13, 1084.92
75, 12, 956.086
505, 82, 1954.58
30, 5, 1541.26
