118, 118, 1632.06
55, 55, 1153.12
124, 124, 1304.47
28, 28, 1693.43
105, 105, 2617.32
37, 37, 1332.35
0, 0, 1460.5
32, 32, 1107.56
55, 55, 1226.72
53, 53, 1947.96
178, 18, 1660.29
67, 7, 1152.19
224, 22, 1374.32
46, 4, 1714.97
134, 13, 2627.01
69, 7, 1396.83
0, 0, 1460.5
43, 4, 1137.79
61, 6, 1224.23
30, 3, 1860.32
146, 25, 1625.3
91, 14, 1187.05
193, 29, 1338.13
48, 8, 1725.49
119, 18, 2615.3
86, 15, 1412.91
0, 0, 1460.5
58, 11, 1165.87
94, 15, 1270.47
50, 10, 1927.94
546, 61, 1708.63
189, 23, 1162.06
327, 37, 1262.04
125, 14, 1700.7
313, 33, 2575.57
160, 18, 1366.93
0, 0, 1460.5
151, 17, 1163.27
117, 13, 1243.09
91, 11, 1887.49
